0;#;FORM;LEMMA;POS;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;RIGHTLEMMA;AUTO_LEMMA;AUTO_POS;AUTO_GRAM
46725;;блин;БЛИН;PARENTH;PARENTH;;;"и такая 	 блин , все ботают";н;и;л;б;;;Н;БЛИН;S;m inan nom sg
46901;;.;.;PUNCT;SENT;;;, все дела .  Очень сильно;.;;;;;;.;.;SENT;SENT
46902;;;;;;;;;;;;;;;;;;
46903;;Очень;ОЧЕНЬ;ADV;-;;;дела .  Очень сильно нервничала ,;ь;н;е;ч;О;;Ь;ОЧЕНЬ;ADV;-
46904;;сильно;СИЛЬНО;ADV;-;;;.  Очень сильно нервничала , потом;о;н;ь;л;и;с;О;СИЛЬНО;ADV;-
46813;;мотивация;МОТИВАЦИЯ;S;f inan nom sg;;;каникулам у меня мотивация очень резко упала;я;и;ц;а;в;и;Я;МОТИВАЦИЯ;S;f inan nom sg
46906;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46907;;потом;ПОТОМ;ADVPRO;-;;;сильно нервничала , потом после математики у;м;о;т;о;п;;М;ПОТОМ;ADV;-
46908;;после;ПОСЛЕ;PR;PR;;;нервничала , потом после математики у меня;е;л;с;о;п;;Е;ПОСЛЕ;PR;PR
46834;;нагрузки;НАГРУЗКА;S;f inan gen sg;;;потому , что нагрузки мно.. много ,;и;к;з;у;р;г;А;НАГРУЗКА;S;f inan gen sg
46910;;у;У;PR;PR;;;потом после математики у меня случился нервный;у;;;;;;У;У;PR;PR
46838;;отдыха;ОТДЫХ;S;m inan gen sg;;;мно.. много , отдыха мало , еды;а;х;ы;д;т;о;Х;ОТДЫХ;S;m inan gen sg
46841;;еды;ЕДА;S;f inan gen sg;;;отдыха мало , еды мало , всего;ы;д;е;;;;А;ЕДА;S;f inan gen sg
46848;;нагрузки;НАГРУЗКА;S;f inan gen sg;;;мало , только нагрузки много . ;и;к;з;у;р;г;А;НАГРУЗКА;S;f inan gen sg
46854;;нагрузки;НАГРУЗКА;S;f inan gen sg;;; Почему-то только нагрузки всегда много .;и;к;з;у;р;г;А;НАГРУЗКА;S;f inan gen sg
46915;;потому;ПОТОМУ;ADVPRO;-;;;случился нервный срыв потому , что я..;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
46916;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46917;;что;ЧТО;CONJ;CONJ;;;срыв потому , что я.. мм.. я;о;т;ч;;;;О;ЧТО;CONJ;CONJ
46875;;мотивация;МОТИВАЦИЯ;S;f inan nom sg;;;у меня появилась мотивация , появилась цель;я;и;ц;а;в;и;Я;МОТИВАЦИЯ;S;f inan nom sg
46919;;мм;ММ;NONLEX;NONLEX;;;, что я.. мм.. я решила очень;.;.;м;м;;;М;ММ..;S;m inan nonflex nonflex
46878;;цель;ЦЕЛЬ;S;f inan nom sg;;;мотивация , появилась цель , а ;ь;л;е;ц;;;Ь;ЦЕЛЬ;S;f inan nom sg
46890;;экзамены;ЭКЗАМЕН;S;m inan acc pl;;;сдавать эти нудные экзамены , ну типа;ы;н;е;м;а;з;Н;ЭКЗАМЕН;S;m inan acc pl
46922;;очень;ОЧЕНЬ;ADV;-;;;мм.. я решила очень мало из второй;ь;н;е;ч;о;;Ь;ОЧЕНЬ;ADV;-
46923;;мало;МАЛО;ADV;-;;;я решила очень мало из второй части;о;л;а;м;;;О;МАЛО;ADV;-
46924;;из;ИЗ;PR;PR;;;решила очень мало из второй части ,;з;и;;;;;З;ИЗ;PR;PR
46827;;эмммм;ЭММММ;NONLEX;NONLEX;;;меня выматывало , эмммм , всё вокруг;м;м;м;м;э;;М;ЭММММ;S;n inan loc sg
46895;;ЕГЭ;ЕГЭ;S;m inan nonflex nonflex;;;ну типа  ЕГЭ  там ,;Э;Г;Е;;;;Э;ЕГЭ;S;m inan nonflex nonflex
46927;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46900;;дела;ДЕЛО;S;n inan nom pl;;;там , все дела .  Очень;а;л;е;д;;;О;ДЕЛО;S;n inan nom pl
46929;;очень;ОЧЕНЬ;ADV;-;;;части , я очень боялась , что;ь;н;е;ч;о;;Ь;ОЧЕНЬ;ADV;-
46909;;математики;МАТЕМАТИКА;S;f inan gen sg;;;, потом после математики у меня случился;и;к;и;т;а;м;А;МАТЕМАТИКА;S;f inan gen sg
46931;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46932;;что;ЧТО;CONJ;CONJ;;;очень боялась , что неправильно решила геометрию;о;т;ч;;;;О;ЧТО;CONJ;CONJ
46933;;неправильно;НЕПРАВИЛЬНО;ADV;-;;;боялась , что неправильно решила геометрию .;о;н;ь;л;и;в;О;НЕПРАВИЛЬНО;ADV;-
46914;;срыв;СРЫВ;S;m inan nom sg;;;меня случился нервный срыв потому , что;в;ы;р;с;;;В;СРЫВ;S;m inan nom sg
46926;;части;ЧАСТЬ;S;f inan gen sg;;;мало из второй части , я очень;и;т;с;а;ч;;Ь;ЧАСТЬ;S;f inan gen sg
46936;;.;.;PUNCT;SENT;;;неправильно решила геометрию .  У меня;.;;;;;;.;.;SENT;SENT
46937;;;;;;;;;;;;;;;;;;
46938;;У;У;PR;PR;;;геометрию .  У меня случился нервный;У;;;;;;У;У;PR;PR
46935;;геометрию;ГЕОМЕТРИЯ;S;f inan acc sg;;;что неправильно решила геометрию .  У;ю;и;р;т;е;м;Я;ГЕОМЕТРИЯ;S;f inan acc sg
46942;;срыв;СРЫВ;S;m inan nom sg;;;меня случился нервный срыв , я позвонила;в;ы;р;с;;;В;СРЫВ;S;m inan nom sg
46946;;маме;МАМА;S;f anim dat sg;;;, я позвонила маме , позвонила ;е;м;а;м;;;А;МАМА;S;f anim dat sg
46950;;репетитору;РЕПЕТИТОР;S;f inan dat sg;;;, позвонила  репетитору  , все;у;р;о;т;и;т;Р;РЕПЕТИТОР;S;f inan nom sg
46943;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46982;;баллов;БАЛЛ;S;m inan gen pl;;;, мне хватило баллов .  После;в;о;л;л;а;б;Л;БАЛЛ;S;m inan gen pl
46986;;математики;МАТЕМАТИКА;S;f inan gen sg;;;.  После математики на самом деле;и;к;и;т;а;м;А;МАТЕМАТИКА;S;f inan gen sg
47007;;эмоции;ЭМОЦИЯ;S;f inan nom pl;;;все те негативные эмоции , которые во;и;и;ц;о;м;э;Я;ЭМОЦИЯ;S;f inan nom pl
46947;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47017;;горой;ГОРА;S;f inan ins sg;;;, накапливались такой горой , горой ,;й;о;р;о;г;;А;ГОРА;S;f inan ins sg
46949;"<distinct form=""репету"">";;;;;;;;;;;;;;;;;
47019;;горой;ГОРА;S;f inan ins sg;;;такой горой , горой , горой ,;й;о;р;о;г;;А;ГОРА;S;f inan ins sg
46951;</distinct>;;;;;;;;;;;;;;;;;
46952;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47021;;горой;ГОРА;S;f inan ins sg;;;, горой , горой , и я;й;о;р;о;г;;А;ГОРА;S;f inan ins sg
47051;;экзамены;ЭКЗАМЕН;S;m inan acc pl;;;я сдала все экзамены , подсчитала все;ы;н;е;м;а;з;Н;ЭКЗАМЕН;S;m inan acc pl
47056;;баллы;БАЛЛ;S;m inan acc pl;;;подсчитала все свои баллы , эээ ,;ы;л;л;а;б;;Л;БАЛЛ;S;m inan nom pl
46956;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47064;;ДВИ;ДВИ;S;f inan acc;;;я поехала на ДВИ  в ;И;В;Д;;;;И;ДВИ;S;f inan nonflex nonflex
46958;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
46959;;«;«;PUNCT;;;;;«;;;;;;«;«;_;_
46960;;да;ДА;CONJ;CONJ;;;сказали : « да ладно тебе ;а;д;;;;;А;ДА;CONJ;CONJ
46961;"<distinct form=""те"">";;;;;;;;;;;;;;;;;
46962;;ладно;ЛАДНО;PART;PART;;;: « да ладно тебе  ,;о;н;д;а;л;;О;ЛАДНО;PART;
47068;;МГУ;МГУ;S;m inan acc;;; в  МГУ  , написала;У;Г;М;;;;У;МГУ;S;m inan nonflex nonflex
46964;</distinct>;;;;;;;;;;;;;;;;;
46965;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47073;;ДВИ;ДВИ;S;f inan acc;;;, написала  ДВИ  , плохо;И;В;Д;;;;И;ДВИ;S;f inan nonflex nonflex
47079;;ДВИ;ДВИ;S;f inan acc;;;плохо написала  ДВИ  , такая;И;В;Д;;;;И;ДВИ;S;f inan nonflex nonflex
46968;;нормально;НОРМАЛЬНО;ADV;-;;;, все будет нормально » . ;о;н;ь;л;а;м;О;НОРМАЛЬНО;ADV;-
46969;;»;»;PUNCT;;;;;»;;;;;;»;»;_;_
46970;;.;.;PUNCT;SENT;;;будет нормально » .  В итоге;.;;;;;;.;.;SENT;SENT
46971;;;;;;;;;;;;;;;;;;
46972;;В;В;PARENTH;PARENTH;слитно;;» .  В итоге все было;В;;;;;;В;В;PR;PR
46973;;итоге;ИТОГ;PARENTH;PARENTH;;;.  В итоге все было нормально;е;г;о;т;и;;Г;ИТОГ;S;m inan loc sg
47091;;Школа;ШКОЛА;S;f inan nom sg;;;значит  Высшая Школа Экономики  »;а;л;о;к;Ш;;А;ШКОЛА;S;f inan nom sg
47092;;Экономики;ЭКОНОМИКА;S;f inan gen pl;;; Высшая Школа Экономики  » .;и;к;и;м;о;н;А;ЭКОНОМИКА;S;f inan acc pl
46976;;нормально;НОРМАЛЬНО;ADV;-;;;итоге все было нормально , ээ ,;о;н;ь;л;а;м;О;НОРМАЛЬНО;ADV;-
46977;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46978;;ээ;ЭЭ;NONLEX;NONLEX;;;было нормально , ээ , мне хватило;э;э;;;;;Э;ЭЭ;NONLEX;NONLEX
46979;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47098;;документы;ДОКУМЕНТ;S;m inan gen pl;;;.  Отнесла документы , все ;ы;т;н;е;м;у;Т;ДОКУМЕНТ;S;m inan nom pl
47111;;баллов;БАЛЛ;S;m inan acc pl;;;еще  десять баллов за всякие дополнительные;в;о;л;л;а;б;Л;БАЛЛ;S;m inan gen pl
47116;;вещи;ВЕЩЬ;S;f inan acc pl;;;всякие дополнительные  вещи  , типа;и;щ;е;в;;;Ь;ВЕЩЬ;S;f inan acc pl
46983;;.;.;PUNCT;SENT;;;мне хватило баллов .  После математики;.;;;;;;.;.;SENT;SENT
46984;;;;;;;;;;;;;;;;;;
46985;;После;ПОСЛЕ;PR;PR;;;баллов .  После математики на самом;е;л;с;о;П;;Е;ПОСЛЕ;PR;PR
47122;;медаль;МЕДАЛЬ;S;f inan nom sg;;;типа : золотая медаль , золотая медаль;ь;л;а;д;е;м;Ь;МЕДАЛЬ;S;f inan nom sg
46987;;на;НА;PARENTH;PARENTH;;; После математики на самом деле я;а;н;;;;;А;НА;PR;PR
46988;;самом;САМЫЙ;PARENTH;PARENTH;слитно;;После математики на самом деле я так;м;о;м;а;с;;Й;САМЫЙ;A;- loc sg plen n -
46989;;деле;ДЕЛО;PARENTH;PARENTH;;;математики на самом деле я так ;е;л;е;д;;;О;ДЕЛО;S;n inan loc sg
47066;;в;В;PR;PR;;;на ДВИ  в  МГУ ;в;;;;;;В;В;S;- - nonflex nonflex
46991;;так;ТАК;ADV;-;;;самом деле я так  успокоилась ;к;а;т;;;;К;ТАК;ADV;-
46992;"<distinct form=""подуспокоилась"">";;;;;;;;;;;;;;;;;
47125;;медаль;МЕДАЛЬ;S;f inan nom sg;;;медаль , золотая медаль ГТО , ээ;ь;л;а;д;е;м;Ь;МЕДАЛЬ;S;f inan nom sg
46994;</distinct>;;;;;;;;;;;;;;;;;
46995;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46996;;ну;НУ;PART;PART;;;успокоилась  , ну , как бы ,;у;н;;;;;У;НУ;PART;PART
46997;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46998;;как бы;как бы;ADV;-;;;, ну , как бы , я ;ы;б; ;к;а;к;ы;как бы;ADV;-
46999;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47126;;ГТО;ГТО;S; nom sg;;;, золотая медаль ГТО , ээ ,;О;Т;Г;;;;О;ГТО;S;- - nom sg
47001;"<distinct form=""выпустилаа"">";;;;;;;;;;;;;;;;;
47130;;сочинение;СОЧИНЕНИЕ;S;n inan acc sg;;;, ээ , сочинение мне зачли и;е;и;н;е;н;и;Е;СОЧИНЕНИЕ;S;n inan nom sg
47003;</distinct>;;;;;;;;;;;;;;;;;
47150;;сентября;СЕНТЯБРЬ;S;m inan gen sg;;; я второго сентября уезжала в Грузию;я;р;б;я;т;н;Ь;СЕНТЯБРЬ;S;m inan gen sg
47153;;Грузию;ГРУЗИЯ;S;f inan acc sg;;;сентября уезжала в Грузию , а третьего..;ю;и;з;у;р;Г;Я;ГРУЗИЯ;S;f inan acc sg
47159;;августа;АВГУСТ;S;m inan gen sg;;;третьего.. ой , августа , августа.. а;а;т;с;у;г;в;Т;АВГУСТ;S;m inan gen sg
47161;;августа;АВГУСТ;S;m inan gen sg;;;, августа , августа.. а третьего августа;.;.;а;т;с;у;Т;АВГУСТ..;S;m inan gen sg
47008;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47164;;августа;АВГУСТ;S;m inan gen sg;;;августа.. а третьего августа должны были повесить;а;т;с;у;г;в;Т;АВГУСТ;S;m inan gen sg
47010;;во;ВО;PR;PR;;;эмоции , которые во мне так накапливались;о;в;;;;;О;ВО;PR;PR
47119;;типа;ТИП;PART;PART;;;вещи  , типа : золотая медаль;а;п;и;т;;;П;ТИП;S;m inan gen sg
47012;;так;ТАК;ADV;-;;;которые во мне так накапливались , накапливались;к;а;т;;;;К;ТАК;ADV;-
47168;;списки;СПИСОК;S;m inan acc pl;;;должны были повесить списки , и я;и;к;с;и;п;с;К;СПИСОК;S;m inan acc pl
47014;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47173;;августа;АВГУСТА;S;m inan gen sg;;;и я третьего августа в Грузии весь;а;т;с;у;г;в;А;АВГУСТА;S;m inan gen sg
47175;;Грузии;ГРУЗИЯ;S;f inan loc sg;;;третьего августа в Грузии весь день вот;и;и;з;у;р;Г;Я;ГРУЗИЯ;S;f inan loc sg
47177;;день;ДЕНЬ;S;m inan nom sg;;;в Грузии весь день вот так вот;ь;н;е;д;;;Ь;ДЕНЬ;S;m inan nom sg
47018;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47183;;телефон;ТЕЛЕФОН;S;m inan acc sg;;;вот сидела обновляла телефон потому , что;н;о;ф;е;л;е;Н;ТЕЛЕФОН;S;m inan acc sg
47020;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47189;;списков;СПИСОК;S;m inan acc pl;;;что ждала этих списков , ээ ,;в;о;к;с;и;п;К;СПИСОК;S;m inan gen pl
47022;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47023;;и;И;CONJ;CONJ;;;, горой , и я их выбросила;и;;;;;;И;И;CONJ;CONJ
47195;;списки;СПИСОК;S;m inan acc pl;;;, в итоге списки повесили , я;и;к;с;и;п;с;К;СПИСОК;S;m inan acc pl
47217;;конце;КОНЕЦ;S;m inan loc sg;;;А потом в конце августа я приехала;е;ц;н;о;к;;Ц;КОНЕЦ;S;m inan loc sg
47218;;августа;АВГУСТ;S;m inan gen sg;;;потом в конце августа я приехала чтобы;а;т;с;у;г;в;Т;АВГУСТ;S;m inan gen sg
47027;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47028;;и;И;CONJ;CONJ;;;их выбросила , и мне стало вообще;и;;;;;;И;И;CONJ;CONJ
47224;;общежитие;ОБЩЕЖИТИЕ;S;n inan acc sg;;;чтобы заселиться в общежитие потому , что;е;и;т;и;ж;е;Е;ОБЩЕЖИТИЕ;S;n inan acc sg
47230;;момента;МОМЕНТ;S;m inan gen sg;;;что с этого момента якобы начиналась моя;а;т;н;е;м;о;Т;МОМЕНТ;S;m inan gen sg
47031;;вообще;ВООБЩЕ;ADV;-;;;и мне стало вообще все равно , типа;е;щ;б;о;о;в;Е;ВООБЩЕ;ADV;-
47032;;все равно;все равно;ADV;-;;;мне стало вообще все равно , типа «;о;н;в;а;р; ;о;все равно;ADV;-
47033;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47034;;типа;ТИП;PART;PART;;;вообще все равно , типа « о да;а;п;и;т;;;П;ТИП;S;m inan gen sg
47035;;«;«;PUNCT;;;;;«;;;;;;«;«;_;_
47036;;о;О;INTJ;INTJ;;;, типа « о да ! »;о;;;;;;О;О;INTJ;INTJ
47037;;да;ДА;PART;PART;;;типа « о да ! » .;а;д;;;;;А;ДА;PART;PART
47038;;!;!;PUNCT;;;;;!;;;;;;!;!;!;!
47039;;»;»;PUNCT;;;;;»;;;;;;»;»;_;_
47040;;.;.;PUNCT;;;;"да ! » . : 	 Потом";.;;;;;;.;.;SENT;
47041;;;;;;;;;;;;;;;;;;
47042;"<speech role=""Мася@"" />";;;;;;;;;;;;;;;;;
47043;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47044;;"	";"	";PUNCT;;;;;"	";;;;;;"	";_;_;0
47045;;Потом;ПОТОМ;ADVPRO;-;;;". : 	 Потом , когда я";м;о;т;о;П;;М;ПОТОМ;ADV;-
47046;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47047;;когда;КОГДА;CONJ;CONJ;;;"	 Потом , когда я сдала все";а;д;г;о;к;;А;КОГДА;CONJ;CONJ
47235;;жизнь;ЖИЗНЬ;S;f inan nom sg;;;начиналась моя самостоятельная жизнь , там типа;ь;н;з;и;ж;;Ь;ЖИЗНЬ;S;f inan nom sg
47241;;общежитие;ОБЩЕЖИТИЕ;S;n inan nom sg;;;типа ура , общежитие , независимость ,;е;и;т;и;ж;е;Е;ОБЩЕЖИТИЕ;S;n inan acc sg
47243;;независимость;НЕЗАВИСИМОСТЬ;S;f inan nom sg;;;, общежитие , независимость , и так;ь;т;с;о;м;и;Ь;НЕЗАВИСИМОСТЬ;S;f inan nom sg
47267;;родители;РОДИТЕЛЬ;S;m anim nom pl;;;потому , что родители все равно отправляют тебе;и;л;е;т;и;д;Ь;РОДИТЕЛЬ;S;m anim nom pl
47052;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47271;;деньги;ДЕНЬГИ;S;- inan acc pl;;;все равно отправляют тебе деньги , ты всё;и;г;ь;н;е;д;И;ДЕНЬГИ;S;- inan acc pl
47293;;пар;ПАРА;S;m inan gen sg;;;, я после пар должен поехать в;р;а;п;;;;А;ПАРА;S;m inan acc sg
47055;;свои;СВОЙ;APRO; acc pl plen - -;;;, подсчитала все свои баллы , эээ;и;о;в;с;;;Й;СВОЙ;A;- nom pl plen - -
47298;;общежитие;ОБЩЕЖИТИЕ;S;n inan acc sg;;;должен поехать в общежитие  , это;е;и;т;и;ж;е;Е;ОБЩЕЖИТИЕ;S;n inan acc sg
47057;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47058;;эээ;ЭЭЭ;NONLEX;NONLEX;;;свои баллы , эээ , я поехала;э;э;э;;;;Э;ЭЭЭ;NONLEX;NONLEX
47059;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47302;;час;ЧАС;S;m inan adnum sg;;; , это час дороги , надо;с;а;ч;;;;С;ЧАС;S;m inan nom sg
47303;;дороги;ДОРОГА;S;f inan gen sg;;;, это час дороги , надо приготовить;и;г;о;р;о;д;А;ДОРОГА;S;f inan gen sg
47062;"<distinct form=""дэвэи"">";;;;;;;;;;;;;;;;;
47063;;на;НА;PR;;;;, я поехала на ДВИ  в;а;н;;;;;А;НА;PR;
47323;;общежитие;ОБЩЕЖИТИЕ;S;n inan acc sg;;;ты приезжаешь в общежитие  в семь;е;и;т;и;ж;е;Е;ОБЩЕЖИТИЕ;S;n inan acc sg
47065;</distinct>;;;;;;;;;;;;;;;;;
47342;;жизнь;ЖИЗНЬ;S;f inan acc sg;;;вот поддерживающих твою жизнь действий , и;ь;н;з;и;ж;;Ь;ЖИЗНЬ;S;f inan acc sg
47067;"<distinct form=""эмгэу"">";;;;;;;;;;;;;;;;;
47343;;действий;ДЕЙСТВИЕ;S;n inan gen pl;;;поддерживающих твою жизнь действий , и такой;й;и;в;т;с;й;Е;ДЕЙСТВИЕ;S;n inan gen pl
47069;</distinct>;;;;;;;;;;;;;;;;;
47070;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47353;;работа;РАБОТА;S;f inan nom sg;;;клёво , домашняя работа  » .;а;т;о;б;а;р;А;РАБОТА;S;f inan nom sg
47072;"<distinct form=""дэвэи"">";;;;;;;;;;;;;;;;;
47371;;факультете;ФАКУЛЬТЕТ;S;m inan loc sg;;;вообще сначала на факультете психологии  было;е;т;е;т;ь;л;Т;ФАКУЛЬТЕТ;S;m inan loc sg
47074;</distinct>;;;;;;;;;;;;;;;;;
47075;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47076;;плохо;ПЛОХО;ADV;-;;;ДВИ  , плохо написала  ДВИ;о;х;о;л;п;;О;ПЛОХО;ADV;-
47372;;психологии;ПСИХОЛОГИЯ;S;f inan gen sg;;;сначала на факультете психологии  было учиться;и;и;г;о;л;о;Я;ПСИХОЛОГИЯ;S;f inan gen sg
47078;"<distinct form=""дэвэи"">";;;;;;;;;;;;;;;;;
47387;;начала;НАЧАЛО;S;n inan acc pl;;;ну , я начала пытаться читать все;а;л;а;ч;а;н;О;НАЧАЛО;S;n inan acc pl
47080;</distinct>;;;;;;;;;;;;;;;;;
47081;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47391;;тексты;ТЕКСТ;S;m inan acc pl;;;пытаться читать все тексты к семинарам ,;ы;т;с;к;е;т;Т;ТЕКСТ;S;m inan nom pl
47083;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47084;;«;«;PUNCT;;;;;«;;;;;;«;«;_;_
47085;;ну;НУ;PART;PART;;;такая : « ну ладно , значит;у;н;;;;;У;НУ;PART;PART
47086;;ладно;ЛАДНО;PART;PART;;;: « ну ладно , значит ;о;н;д;а;л;;О;ЛАДНО;PART;PART
47087;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47088;;значит;ЗНАЧИТ;PARENTH;-;;;ну ладно , значит  Высшая Школа;т;и;ч;а;н;з;Т;ЗНАЧИТ;ADV;-
47089;"<distinct form=""вышка"">";;;;;;;;;;;;;;;;;
47301;;это;ЭТО;PRO;n - nom sg;;;общежитие  , это час дороги ,;о;т;э;;;;О;ЭТО;S;n - nom sg
47393;;семинарам;СЕМИНАР;S;m inan dat pl;;;все тексты к семинарам , всё делать;м;а;р;а;н;и;Р;СЕМИНАР;S;m inan dat pl
47408;;жизнь;ЖИЗНЬ;S;f inan acc sg;;;просто в бесконечную жизнь , бесконечную дорогу;ь;н;з;и;ж;;Ь;ЖИЗНЬ;S;f inan acc sg
47093;</distinct>;;;;;;;;;;;;;;;;;
47094;;»;»;PUNCT;;;;;»;;;;;;»;»;_;_
47095;;.;.;PUNCT;SENT;;;Экономики  » .  Отнесла документы;.;;;;;;.;.;SENT;SENT
47096;;;;;;;;;;;;;;;;;;
47411;;дорогу;ДОРОГА;S;f inan acc sg;;;жизнь , бесконечную дорогу от общежития ;у;г;о;р;о;д;А;ДОРОГА;S;f inan acc sg
47414;;общежития;ОБЩЕЖИТИЕ;S;n inan gen sg;;;бесконечную дорогу от общежития  до университета;я;и;т;и;ж;е;Е;ОБЩЕЖИТИЕ;S;n inan gen sg
47099;"<distinct form=""всее"">";;;;;;;;;;;;;;;;;
47100;;,;,;PUNCT;;;;;,;;;;;;,;,;,;
47101;;все;ВСЕ;PART;PART;;;Отнесла документы , все  , мне;е;с;в;;;;Е;ВСЕ;PART;PART
47102;</distinct>;;;;;;;;;;;;;;;;;
47103;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47418;;университета;УНИВЕРСИТЕТ;S;m inan gen sg;;;общежития  до университета  , учеба;а;т;е;т;и;с;Т;УНИВЕРСИТЕТ;S;m inan gen sg
47421;;учеба;УЧЕБА;S;f inan nom sg;;;университета  , учеба , а потом;а;б;е;ч;у;;А;УЧЕБА;S;f inan nom sg
47106;"<distinct form=""ещее"">";;;;;;;;;;;;;;;;;
47107;;там;ТАМ;PART;;;;, мне зачли там еще  десять;м;а;т;;;;М;ТАМ;PART;
47108;;еще;ЕЩЕ;ADV;-;;;мне зачли там еще  десять баллов;е;щ;е;;;;Е;ЕЩЕ;ADV;-
47109;</distinct>;;;;;;;;;;;;;;;;;
47425;;дорога;ДОРОГА;S;f inan nom sg;;;, а потом дорога от университета ;а;г;о;р;о;д;А;ДОРОГА;S;f inan nom sg
47428;;университета;УНИВЕРСИТЕТ;S;m inan gen sg;;;потом дорога от университета  до общежития;а;т;е;т;и;с;Т;УНИВЕРСИТЕТ;S;m inan gen sg
47112;;за;ЗА;PR;PR;;; десять баллов за всякие дополнительные ;а;з;;;;;А;ЗА;PR;PR
47432;;общежития;ОБЩЕЖИТИЕ;S;n inan gen sg;;;университета  до общежития  . ;я;и;т;и;ж;е;Е;ОБЩЕЖИТИЕ;S;n inan gen sg
47444;;тренировки;ТРЕНИРОВКА;S;f inan acc sg;;;я возобновила свои тренировки , начала заниматься;и;к;в;о;р;и;А;ТРЕНИРОВКА;S;f inan gen sg
47115;"<distinct form=""ништячки"">";;;;;;;;;;;;;;;;;
47448;;танцами;ТАНЕЦ;S;m inan ins pl;;;, начала заниматься танцами , ну ,;и;м;а;ц;н;а;Ц;ТАНЕЦ;S;m inan ins pl
47117;</distinct>;;;;;;;;;;;;;;;;;
47118;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47403;;это;ЭТО;PRO;n - nom sg;;;готовой , и это превратилось просто в;о;т;э;;;;О;ЭТО;S;n - nom sg
47120;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47471;;ритме;РИТМ;S;m inan loc sg;;;вот в таком ритме и иногда можно;е;м;т;и;р;;М;РИТМ;S;m inan loc sg
47510;;глазами;ГЛАЗ;S;m inan ins pl;;;, или пробежаться глазами , чтобы оставалось;и;м;а;з;а;л;З;ГЛАЗ;S;m inan ins pl
47123;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47514;;время;ВРЕМЯ;S;n inan nom sg;;;, чтобы оставалось время на себя. ;я;м;е;р;в;;Я;ВРЕМЯ;S;n inan nom sg
47530;;университет;УНИВЕРСИТЕТ;S;m inan acc sg;;;мы поступили в университет  , чтобы;т;е;т;и;с;р;Т;УНИВЕРСИТЕТ;S;m inan acc sg
47541;;человек;ЧЕЛОВЕК;S;m anim nom sg;;; я такой человек который в постоянной;к;е;в;о;л;е;К;ЧЕЛОВЕК;S;m anim nom sg
47127;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47128;;ээ;ЭЭ;NONLEX;NONLEX;;;медаль ГТО , ээ , сочинение мне;э;э;;;;;Э;ЭЭ;NONLEX;NONLEX
47129;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47545;;учебе;УЧЕБА;S;f inan loc sg;;;который в постоянной учебе теряет , как бы;е;б;е;ч;у;;А;УЧЕБА;S;f inan ins sg
47555;;хобби;ХОББИ;S;n inan nonflex nonflex;;;, теряет свое хобби , теряет свою;и;б;б;о;х;;И;ХОББИ;S;n inan nonflex nonflex
47559;;индивидуальность;ИНДИВИДУАЛЬНОСТЬ;S;f inan acc sg;;;, теряет свою индивидуальность , ты начинаешь;ь;т;с;о;н;ь;Ь;ИНДИВИДУАЛЬНОСТЬ;S;f inan acc sg
